8560,-8056,10028,6521,-12233,-2317
9124,-7296,9964,8069,-10581,-2837
9800,-6968,10108,9905,-8794,-3323
10512,-6576,9976,11458,-8177,-3947
10632,-6008,10340,12742,-7216,-4290
11032,-4648,10392,13058,-6113,-4606
11584,-3908,10208,13418,-4966,-4907
11756,-2700,10252,13113,-2847,-5005
12784,-1212,10272,11944,1496,-5351
11980,-204,10136,10620,7783,-5831
11556,328,10004,9118,13965,-6030
10760,828,11480,8111,18167,-5792
8956,1928,11528,7291,17045,-5084
7888,2280,12888,7259,12917,-4337
7728,2308,13168,6886,9841,-3624
6912,2408,12540,5681,9176,-2986
7424,3832,14752,4821,10514,-2829
5992,4716,13648,2643,11009,-2627
5112,5168,13804,160,10835,-3047
3924,4716,13896,-2881,8887,-3102
2760,4168,13956,-4628,6319,-2776
2012,3672,14424,-5444,4100,-2302
2048,3400,14764,-5316,1646,-1558
2060,3144,14828,-5378,257,-1147
2012,2328,15012,-5752,-1752,-784
2076,2688,15156,-5829,-3574,-385
2516,2116,14312,-6185,-4464,-199
3200,1456,15128,-6400,-5093,-127
2956,1208,15216,-5571,-4407,215
3488,852,15120,-4344,-3118,267
3528,644,15316,-2894,-1001,124
3488,388,15204,-1533,424,141
3472,340,14812,-322,590,155
3716,444,14616,-60,-331,197
3852,528,14708,-141,-327,284
3776,544,14456,-1012,420,128
3436,352,14672,-1403,345,67
3404,220,15156,-1095,218,56
3356,120,15448,-645,25,82
3320,280,15392,-8,19,84
3456,164,14984,246,-220,8
3624,96,14824,170,-425,-34
3560,36,14660,-162,-411,6
3576,92,14728,-436,-206,-2
3332,76,14952,-441,-181,-28
3208,148,14704,-409,-330,-34
3440,88,14864,-469,-328,-78
3556,80,14952,-448,-206,-15
3440,96,14984,-367,-312,-19
3456,200,14932,-331,-372,0
3408,140,14744,-353,-308,51
3424,224,14776,-452,-376,13
3500,156,14784,-466,-301,-23
3400,16,14788,-378,-152,-52
3444,76,14960,-283,-262,-46
3448,284,14992,-197,-333,-24
3524,208,14868,-96,-355,-24
3480,96,14664,-384,-359,-73
3392,84,14764,-480,-148,-47
3384,-4,14696,-276,-360,-23
3532,140,14676,-267,-200,-7
3384,212,15148,-231,-213,-46
3332,120,14884,-215,-151,-127
3436,76,14708,-119,-299,-122
3356,108,14824,-98,-454,-67
3340,148,14740,-143,-235,-77
3360,72,14724,-229,-183,-17
3604,176,14852,-267,-90,9
3276,252,14648,-409,-260,-96
3288,128,14920,-306,-345,-112
3560,52,14868,-247,-370,13
3456,148,14852,-193,-367,-83
3532,160,14808,-297,-68,-62
3384,124,14652,-478,-394,-67
3412,104,14736,-401,-446,21
3252,116,14808,-291,-443,-19
3332,232,14924,-143,-398,21
3400,344,14768,-342,-224,-55
3592,256,14872,-457,-235,-84
3444,12,14968,-409,-414,-58
3612,-8,14792,-199,-591,-53
3444,0,14684,-108,-406,1
3476,116,14712,-194,-144,35
3320,244,14780,-378,-222,5
3588,224,14884,-399,-399,-51
3480,132,15064,-351,-260,-123
3424,44,15032,-230,-154,-146
3376,60,14772,-208,-349,-17
3424,84,14808,-215,-573,17
3488,84,14628,-305,-445,78
3476,0,14728,-406,-209,-31
3464,40,14756,-356,-228,-78
3472,24,14852,-201,-362,12
3412,212,14836,-260,-434,16
3572,220,14832,-449,-343,-75
3512,108,14992,-417,-253,-59
3404,-24,14884,-239,-215,-35
3584,-12,14660,-146,-343,-47
3352,0,14760,-248,-390,-20
3384,-4,14828,-276,-223,-5
3412,248,14724,-280,-137,7
3384,188,14756,-353,-425,-100
3532,136,14756,-342,-551,-187
3644,-108,14844,-538,-213,-187
3444,-92,14768,-481,-380,-155
3540,-64,14788,-296,-504,25
3628,-108,14764,-149,-266,65
3460,140,14800,-159,-11,-11
3464,44,14720,-236,-297,-4
3448,160,14788,-235,-486,42
3532,56,14696,-209,-409,93
3636,0,14916,-197,-47,36
3576,88,14736,-429,42,-73
3516,-48,14764,-356,-198,-97
3500,-52,14804,-290,-436,-111
3468,-12,14792,-263,-246,-81
3460,-4,14652,-339,-197,-60
3412,136,15028,-362,-204,-11
3480,92,14904,-376,-184,-60
3424,12,14828,-273,-344,-110
3508,-28,14844,-260,-288,-116
3460,104,14876,-270,-227,-18
3412,-120,14644,-378,-176,20
3392,52,14756,-369,-262,-58
3380,-8,14828,-256,-293,-45
3456,12,14812,-136,-240,-48
3480,16,14796,-150,-232,-111
3384,-44,14864,-155,-327,-14
3448,48,14660,-182,-313,37
3472,256,14784,-246,-270,-45
3460,20,14848,-349,-326,-89
3492,-136,14904,-252,-247,-35
3580,-124,14844,-174,-270,-51
3332,128,14812,-123,-317,9
3400,80,14664,-278,-314,-6
3444,4,14696,-378,-317,-50
3404,76,14856,-327,-261,-24
3416,12,14812,-368,-467,-34
3552,-12,14796,-313,-509,-14
3620,84,14844,-219,-192,43
3456,32,14916,-249,-66,7
3484,76,14788,-311,-313,-3
3476,-84,15140,-312,-261,-58
3480,8,14880,-278,-227,-17
3472,-32,14744,-230,-183,12
3508,152,14828,-199,-273,57
3500,208,14944,-238,-442,7
3592,136,14836,-450,-379,-51
3524,-168,14764,-503,-244,-30
3448,-128,14696,-416,-308,-11
3456,40,14836,-359,-553,-56
3492,-84,14904,-566,-188,22
3480,-128,14692,-861,-251,-12
3536,-132,14824,-1177,-541,31
3488,-180,14868,-1140,-756,2
3560,-252,14812,-1041,-832,-9
3812,-404,14948,-710,-399,53
3396,-336,14840,-373,229,11
3508,-216,14892,-167,121,-4
3524,-148,14748,-16,-206,-59
3556,-296,14628,19,-225,-54
3516,-280,14728,-174,-172,-82
3476,-224,14472,-606,-527,-30
3240,-540,14616,-1362,-1001,85
3440,-576,14492,-2480,-1523,240
3488,-1060,14452,-3894,-2621,562
3472,-1472,14156,-5613,-4723,917
3524,-1972,13904,-7021,-7232,1451
4180,-2424,13964,-8655,-9820,2082
5348,-2840,15244,-9677,-10142,2793
7208,-3272,16076,-9200,-8421,2462
6208,-4120,13976,-8534,-7157,1864
7092,-4732,13116,-8382,-6823,1269
7572,-5112,13140,-7832,-7536,678
8612,-5228,13744,-5952,-8797,-219
8444,-5392,12560,-4142,-10914,-975
9316,-5780,12096,-1733,-13725,-1469
10208,-5700,11108,567,-15947,-1769
11300,-5192,10696,3055,-16632,-2146
12160,-4896,9688,5832,-16118,-2762
12956,-4268,9096,8789,-15134,-3951
13080,-4104,8132,10628,-13417,-4881
13356,-3252,8092,11242,-10589,-5155
13404,-2512,6840,11222,-5965,-5572
13784,-1724,6352,11108,-1383,-6085
13632,-1404,6436,11067,2943,-6297
13716,-232,7632,11001,6761,-6509
13248,680,7696,11054,9926,-6609
13424,1404,8884,9963,11866,-6106
13996,2728,10816,8577,14104,-5282
12732,2516,10792,6971,14828,-3901
11940,3324,11480,5814,15880,-3097
10116,3932,11176,5701,17993,-2807
9876,3992,12232,5341,18366,-2439
8460,4864,12420,5362,15763,-2453
6664,5176,11512,4184,11915,-2718
6784,5608,12376,3660,9986,-3324
6144,5680,12464,3230,10221,-4253
5192,6072,12792,910,9773,-4723
4244,6368,12252,-177,10389,-4931
3588,5732,13600,-1999,10709,-4999
2272,6060,13136,-3328,9845,-4971
1580,5552,12904,-4878,8836,-5137
384,5360,13692,-6779,6967,-5320
-464,4568,13868,-8293,4999,-4897
-768,3888,14408,-9807,2810,-4005
-1684,3340,14876,-10324,344,-2971
-1396,2604,15220,-10694,-2061,-2376
-568,1416,15416,-11098,-2513,-2124
-628,844,16084,-10958,-2181,-1688
-760,216,15600,-10556,-1926,-1097
-768,-768,15276,-11086,-2680,-597
-596,-1388,15452,-11306,-4308,-415
-160,-2024,15560,-10966,-5163,-189
496,-2828,14640,-10875,-5759,-230
892,-3140,14480,-10969,-7269,-190
1132,-4040,14248,-10693,-9333,-48
2740,-4948,13628,-10912,-10239,-192
4584,-5100,15632,-11547,-15234,-491
2504,-6480,11820,-9607,-20008,-1004
6340,-7080,13396,-9198,-18986,-709
6852,-7424,13040,-7986,-17251,-430
8216,-7628,12292,-5325,-15442,-933
9604,-7260,10936,-2826,-16447,-1570
10564,-7184,9812,-623,-17830,-2277
11476,-6924,9316,1240,-18046,-2756
12668,-7024,9176,3587,-16580,-3365
13128,-6860,8824,5845,-13767,-4005
13380,-6524,8688,8403,-10989,-4879
13584,-6296,8020,10784,-9456,-5605
13400,-4864,7804,12699,-8929,-6130
13476,-3872,7312,14539,-7930,-6700
13320,-3440,7480,15328,-6127,-7145
14432,-3128,7284,15363,-3236,-7288
14744,-2024,6740,15127,-410,-7385
14600,-788,7152,15045,2479,-7532
14180,272,6980,14236,4925,-7353
14200,780,6456,12468,6650,-6705
14476,1916,6320,10021,8223,-6253
14292,2884,7944,7961,12299,-6046
12644,3796,8500,5784,16802,-5485
12160,3972,9212,3966,19494,-4493
12204,5416,11932,4693,20404,-4441
8768,5088,10368,3208,18280,-3519
8676,6040,11508,3454,16529,-3761
8012,6364,12476,3184,16347,-3625
6828,6232,12144,1818,16091,-3745
6104,6128,11948,869,14774,-4010
5220,6132,12452,-327,13012,-4212
3400,6172,12192,-1724,10279,-4312
2880,5900,12336,-2915,7767,-4133
2260,5596,12512,-4090,6029,-4324
1332,5740,13288,-5514,5013,-4269
996,5084,13628,-6963,4533,-3935
320,4784,14064,-7710,3243,-3409
-116,4528,14020,-8580,1637,-3056
-412,4100,14564,-8950,1015,-2900
-444,3080,15160,-9321,1255,-2764
-612,2212,15600,-10066,1679,-2399
-432,1004,15640,-11587,1931,-1877
-1280,16,16020,-13922,707,-1482
-1944,-1480,15572,-15617,-1172,-973
-1888,-2060,14944,-16213,-5823,-913
-1032,-2436,16028,-14808,-9835,-974
248,-3376,15384,-13396,-10205,-1257
144,-4208,14572,-10878,-8554,-1572
5520,-3996,18280,-7977,-7074,-1911
1848,-5080,13740,-5583,-7473,-2292
3768,-5720,13896,-3939,-6292,-2039
3932,-5220,12936,-3106,-7046,-1711
4084,-5324,12308,-3557,-9907,-1643
4848,-6528,11988,-3668,-10722,-895
4616,-6584,10588,-4206,-12953,-186
6844,-5964,10532,-3624,-14370,-264
13708,-6764,16236,-1820,-17075,-725
8616,-6792,11356,19,-18696,-1228
11584,-7012,12068,2497,-16625,-2072
11056,-6916,10216,4224,-14356,-2362
11592,-5936,9836,5597,-12886,-2571
12132,-5704,8948,7393,-12783,-2811
12524,-4916,8608,9142,-12974,-3552
12848,-4376,8284,10602,-11452,-4329
13384,-3404,8288,11938,-8669,-5254
13232,-2256,7840,14172,-4793,-6879
12944,-1968,7600,15364,-1892,-8544
13260,-728,7756,15028,-602,-9504
13280,136,7732,13717,1217,-9651
14852,300,7664,11082,4270,-8754
14712,1124,7944,8554,7401,-7053
13980,2748,8768,5814,10993,-4937
13864,3632,10740,4063,16016,-4460
10964,3840,10304,2991,19740,-3880
10272,4072,11216,3255,21598,-3764
14476,5004,16408,3059,22664,-3461
7992,4884,12516,2677,19391,-2889
6756,5584,11820,1862,15248,-2733
6632,6020,12444,307,10080,-2637
5344,5512,12868,-1242,6518,-2276
5308,5240,13124,-2981,5457,-2043
4644,5388,13928,-4126,5593,-2159
3872,4820,13700,-4862,5998,-2097
3524,4236,14020,-5335,5519,-2108
2420,4152,14056,-5726,3575,-1631
2472,3492,14180,-6055,1496,-1323
2480,3248,14588,-6134,251,-1128
2796,3056,14676,-6621,112,-1077
2416,2320,14408,-7066,554,-1225
2260,1924,14632,-7752,1107,-1071
2280,1348,14836,-8496,1976,-875
1844,624,14984,-9081,2109,-667
1628,32,15360,-8816,1715,-537
1176,-124,15804,-6956,608,-556
1028,-268,14916,-3871,-1532,-476
1872,-152,14584,-1168,-3028,-737
2344,-548,15044,358,-3118,-951
2476,-808,15524,1236,-1719,-754
2472,-768,15420,1314,-800,-412
2376,-516,15388,1251,-589,-310
2540,-560,15136,727,-305,-306
2472,-604,14992,156,-918,-290
2208,-500,15144,-332,-2178,-267
2712,-724,15064,-643,-2312,-147
2972,-788,15112,-819,-1307,-142
3032,-760,15016,-617,-207,48
2928,-532,14764,-344,-114,247
2816,-288,14812,-91,-660,197
2896,-204,14772,-41,-739,54
2960,-364,15064,-256,-616,-59
2716,-376,15080,-246,-704,-86
3148,-504,15000,-412,-719,-41
2988,-688,15008,-441,-728,-102
3036,-680,14864,-421,-689,-50
3088,-520,14844,-397,-548,21
3132,-504,14920,-321,-524,14
3128,-332,14904,-377,-763,9
3108,-408,14872,-386,-810,-113
3224,-544,14928,-348,-577,-191
3180,-608,15164,-351,-437,-208
3124,-692,14892,-202,-366,-27
3188,-576,14872,-185,-348,-1
3296,-516,14864,-391,-301,33
3236,-520,14800,-431,-342,-14
3188,-464,14976,-211,-375,-13
3232,-356,14920,-69,-352,-55
3332,-572,14820,-141,-259,-16
3344,-476,14628,-307,-203,18
3216,-588,14780,-353,-139,-75
3148,-256,14860,-359,-202,-83
3184,-664,14844,-371,-221,-29
3256,-556,14992,-430,-248,6
3264,-408,14772,-502,-240,-33
3116,-432,14748,-421,-217,-29
3088,-612,14676,-415,-186,-46
3176,-604,14868,-231,-341,55
3068,-616,15244,148,-466,53
3228,-488,15124,336,-521,160
3084,-492,15208,340,-665,286
3464,-396,14624,108,-555,269
3436,-524,14436,-218,-254,16
3256,-608,14404,-355,-82,-87
3372,-604,14748,-532,-43,-98
3044,-452,14824,-694,-77,-13
3244,-352,15160,-573,-17,15
3056,-516,14960,-214,-161,22
3128,-472,14944,1,-288,41
3096,-356,14956,105,-361,-38
3272,-544,14964,-82,-289,-54
3076,-584,14836,-293,-302,-65
3164,-632,14808,-377,-306,-59
3188,-560,15052,-333,-277,-77
3152,-492,15044,-76,-352,-1
3160,-336,14740,130,-333,-82
3184,-356,14868,125,-283,-140
3188,-412,14760,213,-263,-144
3236,-244,14876,186,-376,-162
3124,-496,14996,103,-456,-125
3204,-572,14928,-12,-351,16
3228,-264,14860,-370,-447,159
3248,-452,14664,-411,-1074,171
3264,-288,14880,-341,-1135,111
3440,-280,15040,-130,-523,-10
3496,-324,14912,28,1,-169
3368,-312,14672,-15,104,-184
3244,-200,14756,-24,48,-112
3272,-136,14820,-128,100,-174
3168,-80,14804,-125,153,-146
3132,-184,14804,-12,26,-186
3128,-336,14932,6,-116,-186
3076,-440,14852,-132,-302,-134
3076,-272,15060,-299,-274,-66
3196,-212,15008,-423,-209,43
3084,-140,14808,-465,-236,45
3180,-208,14728,-387,-409,66
3088,-284,14772,-293,-541,86
3144,-200,14792,-193,-665,31
3444,-44,14888,-155,-423,-119
3176,-420,14972,-276,-114,-128
3204,-188,14872,-249,-140,-141
3220,-320,14928,-284,-162,-63
3008,-240,14920,-322,-174,3
3076,-224,14860,-300,-183,-17
3132,-180,15060,-313,-245,-35
3260,-320,14796,-410,-367,-40
3196,-284,14828,-508,-312,2
3180,-360,15076,-590,-264,90
3200,-220,14916,-630,-305,56
3236,-352,14948,-523,-369,82
3240,-272,14796,-378,-318,-12
3124,-296,14656,-213,-388,-33
3096,-304,14868,-45,-341,39
3236,-216,14788,1,-257,-57
3244,-172,14916,-52,-242,-128
3140,-272,14844,-89,-181,-189
3088,-176,14880,100,-322,-217
3124,-160,14900,257,-356,-255
3088,-220,15012,210,-243,-168
3212,-168,14816,48,-190,-61
3252,-72,14864,-98,-309,-27
3288,-248,14876,-355,-446,-61
3228,-236,14960,-420,-365,-30
3096,-268,14840,-449,-211,-27
3164,-56,14868,-288,-197,25
3196,0,15084,-223,-307,-24
3196,-140,14944,-344,-328,-36
3072,-216,14816,-286,-451,-36
3180,-232,14772,-181,-357,-55
3160,-100,14840,-149,-197,-23
3260,-152,14792,-218,-123,-15
3132,36,14976,-360,-158,-122
3200,-124,14876,-334,-299,-87
3124,-264,14960,-230,-398,-19
3144,-284,14892,-390,-381,-17
3072,-172,14812,-411,-188,-9
3196,-272,14792,-422,-110,72
3184,-80,14800,-417,-285,-44
3252,-156,14848,-359,-377,-89
3196,-240,14796,-213,-328,-79
3088,-124,14812,-199,-221,-122
3212,-204,14876,-277,-221,-88
3096,-180,14984,-330,-276,-71
3144,-312,14800,-444,-333,-11
3128,-180,14888,-364,-228,43
3104,-180,14848,-176,-105,45
3204,-72,14756,-350,-236,-49
3076,-108,14912,-421,-296,-50
3152,-380,15180,-362,-364,-28
3252,-364,15008,-700,-667,160
3116,-628,15112,-1381,-878,298
3068,-872,15072,-2422,-1253,742
3056,-920,14784,-3275,-1597,963
3256,-880,14812,-3582,-1549,804
3492,-956,14748,-3296,-1383,448
3472,-1192,14812,-3220,-1484,366
3324,-1544,15124,-3609,-2526,411
3596,-2056,14884,-4505,-3840,532
3900,-2764,14688,-6028,-5611,936
4552,-3116,14476,-7109,-6386,1157
5184,-3384,14536,-7398,-7153,1366
6692,-3180,14500,-7337,-8083,1130
3996,-3640,11592,-7383,-12273,536
8128,-4424,14280,-6543,-14414,22
8256,-5044,13580,-6562,-13923,165
9240,-4996,12584,-6636,-15180,110
10040,-5672,11384,-5721,-19118,-171
11336,-6108,9928,-3470,-22944,-967
12604,-5496,8792,-1100,-25432,-1737
14972,-4944,8380,3027,-25345,-3435
16652,-5168,7624,7280,-21829,-5306
15416,-4072,6416,12063,-17258,-8255
14940,-3416,5468,15192,-13369,-10356
14108,-2700,4624,17566,-10776,-11812
14736,-2420,3824,17696,-7465,-12569
15100,-1068,4472,17208,-1144,-12910
15920,360,4644,16129,7289,-13375
15684,1516,5076,14971,14301,-13056
14332,2444,4368,14194,19121,-12345
15256,3836,6640,12562,22103,-10508
14300,5892,7064,11223,23871,-9530
12804,7072,7868,10196,24795,-9391
12500,7576,8584,8305,25167,-9072
10316,8476,8664,5746,23997,-8303
8504,8924,8444,4040,22024,-8107
7756,8968,9108,1287,19417,-8211
5524,9256,9860,-1025,16440,-7719
4432,8648,9500,-3312,13896,-7309
2684,9192,10540,-4811,11972,-6883
1572,8940,11276,-6182,10037,-6605
-116,8444,12116,-7023,7024,-6221
-204,8000,12280,-8353,4694,-4902
56,7860,12780,-9462,3287,-4718
-1212,7092,13328,-10348,2329,-4336
-1392,6436,13896,-10984,2786,-3760
-1700,5764,13812,-11871,2989,-3662
-2120,5152,13516,-13306,1343,-3806
-2356,2544,13328,-15497,-881,-3701
-2952,880,15500,-16806,-2697,-2640
-3056,488,15688,-16387,-4088,-1598
-1900,-1232,15920,-16299,-4017,-762
-1828,-1920,15704,-15052,-7101,-249
-1420,-2020,15536,-15149,-11893,-306
480,-3296,15460,-15063,-13289,-476
1056,-4740,14648,-14048,-14535,-479
2300,-5688,14008,-12222,-17485,-494
4144,-5728,13392,-9538,-19183,-801
5696,-6000,12780,-8577,-20149,-865
6980,-6572,12560,-8052,-19800,-919
8716,-7132,11960,-6353,-19402,-1050
10112,-6800,11224,-4423,-18706,-1662
10860,-6840,10500,-2566,-17085,-2392
11924,-6672,9556,-490,-15183,-3474
11900,-6740,8636,1283,-14461,-4280
12736,-7228,7196,3505,-15404,-4844
13484,-6660,6760,5891,-16894,-5243
13944,-5688,6176,8435,-17973,-6149
14380,-4836,5336,9881,-17412,-7134
15536,-4036,5480,10776,-14260,-8907
14824,-4332,5628,10560,-9990,-9020
15348,-3504,5460,10384,-3142,-8208
15904,-2192,6040,10322,3410,-7925
15268,-1064,5704,11081,8635,-8571
14772,-308,6044,11480,11071,-9150
14704,820,6200,11346,10681,-8990
14060,2232,6776,11001,9209,-8564
14596,2452,6248,8872,8109,-7544
14432,2352,6508,6928,8575,-6908
14196,3156,7476,4519,11155,-5945
13388,4568,9008,2205,14677,-4852
11760,4896,9628,1551,16770,-5021
10612,5024,10252,1006,15281,-3975
8604,4888,10496,1569,13246,-3194
10948,6240,13436,2140,13421,-3136
8868,5920,12320,2520,13480,-3021
8456,6004,13356,2988,15423,-3645
7472,6472,12768,2028,15521,-3205
5696,6720,12524,1284,14943,-3501
4580,6656,12772,12,14268,-3661
3688,6436,12468,-1425,12765,-3473
2744,5440,12364,-2224,10806,-3351
2152,5888,13324,-3572,7765,-2316
1688,5188,13092,-4989,4950,-1218
1040,5344,14204,-6084,3388,-684
-196,5840,14252,-7022,1610,-29
564,5140,13612,-9062,667,246
1288,4500,14628,-11223,80,-236
100,3612,15120,-12202,-589,-412
-460,2056,15096,-13128,-1410,-80
-444,1624,15852,-12652,-3530,-12
180,616,14804,-12382,-6532,447
1404,-192,14540,-12655,-9290,646
2028,-1144,14860,-13684,-11413,486
2256,-2616,15140,-14435,-12421,613
2432,-3548,15004,-14477,-13040,859
4716,-5072,14676,-14434,-13639,1427
5628,-5600,13188,-12895,-14629,1879
6988,-6616,12640,-8648,-13681,2038
8932,-6724,12176,-5032,-14588,2071
9356,-6136,11004,-3139,-17331,1720
10296,-4988,10612,-1306,-18827,-300
11568,-5144,10436,-576,-20040,-845
12412,-6124,9676,753,-19483,-1224
12716,-6112,8536,2869,-17677,-2176
13432,-5852,7504,4498,-15811,-3126
14356,-4992,7708,5553,-13557,-4219
14744,-4576,7676,7403,-11658,-5639
14444,-4120,7068,9276,-10146,-6883
15320,-3132,7852,11472,-7686,-8235
14648,-2104,8232,14822,-3654,-10509
14212,-1404,6824,16569,1950,-11525
13604,-308,5504,15836,7923,-11771
13948,84,6728,12883,12838,-9798
13780,692,7384,12278,16530,-8139
13784,2028,7896,11084,19720,-7802
13984,2644,8728,8677,24129,-7772
14072,3404,9956,5619,27655,-7559
9832,5064,9732,3655,27653,-7606
9228,5488,11236,1157,23143,-7026
6788,6228,11852,-662,16438,-6794
4268,5256,12492,-1951,11429,-5901
4284,5300,13308,-3429,8264,-4888
3100,5552,13472,-4154,6485,-4408
3784,4508,13640,-5864,6540,-4158
1856,4672,14456,-6446,6434,-3522
1648,4084,13616,-7039,5604,-3198
1128,3940,14404,-7596,4195,-3188
188,3292,13884,-7208,2317,-3324
908,2568,14124,-7464,631,-3241
-12,2228,14992,-7250,-1747,-2941
-72,784,14700,-7931,-3665,-2541
1064,1028,15936,-7617,-4501,-1902
1368,784,16164,-6645,-3904,-1391
1720,24,16564,-5465,-2022,-744
1284,316,15764,-3859,-2435,-240
1652,648,15708,-1899,-4653,-217
2008,308,15612,-767,-6820,-281
